binf_chr_start_end	fus_total_overlaps	fus_variance	fus_pearson_median_skew	fus_kurtosis_excess	fus_max_binding_offset	hnrnpc_total_overlaps	hnrnpc_variance	hnrnpc_pearson_median_skew	hnrnpc_kurtosis_excess	hnrnpc_max_binding_offset	hnrnpm_total_overlaps	hnrnpm_variance	hnrnpm_pearson_median_skew	hnrnpm_kurtosis_excess	hnrnpm_max_binding_offset	khsrp_total_overlaps	khsrp_variance	khsrp_pearson_median_skew	khsrp_kurtosis_excess	khsrp_max_binding_offset	khsrpctrl_total_overlaps	khsrpctrl_variance	khsrpctrl_pearson_median_skew	khsrpctrl_kurtosis_excess	khsrpctrl_max_binding_offset	prpf8_total_overlaps	prpf8_variance	prpf8_pearson_median_skew	prpf8_kurtosis_excess	prpf8_max_binding_offset	prpf8ctrl_total_overlaps	prpf8ctrl_variance	prpf8ctrl_pearson_median_skew	prpf8ctrl_kurtosis_excess	prpf8ctrl_max_binding_offset	ptbp1_total_overlaps	ptbp1_variance	ptbp1_pearson_median_skew	ptbp1_kurtosis_excess	ptbp1_max_binding_offset	sfb31_total_overlaps	sfb31_variance	sfb31_pearson_median_skew	sfb31_kurtosis_excess	sfb31_max_binding_offset	u2af2_total_overlaps	u2af2_variance	u2af2_pearson_median_skew	u2af2_kurtosis_excess	u2af2_max_binding_offset	u2af2ctrl_total_overlaps	u2af2ctrl_variance	u2af2ctrl_pearson_median_skew	u2af2ctrl_kurtosis_excess	u2af2ctrl_max_binding_offset
chr8_144354517_144354518	8	0.0780179	0.427482	45.2703	-42	2	0.0198015	0.212132	196.005	23	4	0.039405	0.300753	95.51	17	6	0.0588104	0.369274	62.0152	-60	0	0	0	0	0	156	1.58669	1.84843	0.719115	-43	4	0.039405	0.300753	95.51	-8	6	0.0588104	0.369275	62.0152	0	0	0	0	0	0	8	0.0780179	0.427482	45.2703	-13	0	0	0	0	0
chr8_144354517_144354518	8	0.0780179	0.427482	45.2703	-42	2	0.0198015	0.212132	196.005	23	4	0.039405	0.300753	95.51	17	6	0.0588104	0.369274	62.0152	-60	0	0	0	0	0	156	1.58669	1.84843	0.719115	-43	4	0.039405	0.300753	95.51	-8	6	0.0588104	0.369275	62.0152	0	0	0	0	0	0	8	0.0780179	0.427482	45.2703	-13	0	0	0	0	0
chr8_144414896_144414897	4	0.0195045	0.427482	45.2703	-94	1	0.00495037	0.212132	196.005	95	2	0.00985124	0.300753	95.51	-97	17	0.0774238	0.911878	6.91592	4	14	0.0648004	0.820851	9.43201	-89	93	0.407812	2.17359	-0.0045588	-53	14	0.0648004	0.820851	9.43201	-88	31	0.130442	1.28108	1.66622	36	0	0	0	0	0	8	0.0382169	0.610784	20.1665	-16	5	0.0242568	0.479157	35.2255	-90
chr8_144468968_144468969	12	0.0561372	0.755929	11.8135	-49	2	0.0198015	0.212132	196.005	-81	7	0.033613	0.569862	23.7504	-11	4	0.0195045	0.427482	45.2703	-16	0	0	0	0	0	32	0.163709	1.18043	5.82708	-79	0	0	0	0	0	9	0.0427712	0.649519	17.3802	-90	0	0	0	0	0	7	0.033613	0.569862	23.7504	-81	1	0.00495037	0.212132	196.005	-2
chr8_144510069_144510070	21	0.113463	0.930504	11.2117	-57	1	0.00495037	0.212132	196.005	28	6	0.0289597	0.526235	28.5307	-98	9	0.0527215	0.585024	33.5915	-76	1	0.00495037	0.212132	196.005	-96	126	0.860771	2.02699	2.66862	-54	3	0.0147026	0.369274	62.0151	-16	23	0.111284	1.02905	7.27912	-57	1	0.00495037	0.212132	196.005	-14	18	0.121334	0.771271	28.7727	-21	5	0.0242568	0.479157	35.2255	-91
chr9_288352_288353	5	0.0242568	0.479157	35.2255	-48	1	0.00495037	0.212132	196.005	-47	0	0	0	0	0	9	0.0427712	0.649519	17.3802	47	2	0.00985124	0.300753	95.5101	-44	1	0.00495037	0.212132	196.005	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	68	0	0	0	0	0	1	0.00495037	0.212132	196.005	-96	1	0.00495037	0.212132	196.005	-6
chr9_333172_333173	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-45	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-21	2	0.00985124	0.300753	95.51	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_336424_336425	4	0.0195045	0.427482	45.2703	-95	0	0	0	0	0	1	0.00495037	0.212132	196.005	-84	19	0.0955422	0.917448	10.4211	52	0	0	0	0	0	1	0.00495037	0.212132	196.005	92	0	0	0	0	0	2	0.00985124	0.300753	95.51	-74	0	0	0	0	0	2	0.00985124	0.300753	95.51	-34	1	0.00495037	0.212132	196.005	-83
chr9_377555_377556	2	0.00985124	0.300753	95.51	-89	5	0.0242568	0.479157	35.2255	-30	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-98	0	0	0	0	0	8	0.0481671	0.544051	39.5975	-7	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-29	5	0.0242568	0.479157	35.2255	-54	1	0.00495037	0.212132	196.005	5
chr9_382457_382458	7	0.033613	0.569862	23.7504	-66	1	0.00495037	0.212132	196.005	85	2	0.00985124	0.300753	95.51	40	4	0.0195045	0.427482	45.2703	12	2	0.00985124	0.300753	95.5101	-56	29	0.153313	1.10544	7.15683	12	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-39	0	0	0	0	0	21	0.123413	0.892204	12.8092	35	0	0	0	0	0
chr9_420883_420884	7	0.033613	0.569862	23.7504	76	1	0.00495037	0.212132	196.005	93	1	0.00495037	0.212132	196.005	97	8	0.0382169	0.610784	20.1665	-1	0	0	0	0	0	18	0.101433	0.843544	14.5402	-78	0	0	0	0	0	1	0.00495037	0.212132	196.005	22	0	0	0	0	0	6	0.0289597	0.526235	28.5308	57	0	0	0	0	0
chr9_421608_421609	3	0.0246529	0.285176	131.817	-13	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-97	0	0	0	0	0	1	0.00495037	0.212132	196.005	-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-12	0	0	0	0	0
chr9_443904_443905	2	0.00985124	0.300753	95.5101	-69	2	0.00985124	0.300753	95.51	-84	0	0	0	0	0	2	0.00985124	0.300753	95.5101	10	1	0.00495037	0.212132	196.005	59	3	0.0147026	0.369274	62.0152	-81	1	0.00495037	0.212132	196.005	88	3	0.0147026	0.369274	62.0152	49	0	0	0	0	0	2	0.00985124	0.300753	95.51	-98	1	0.00495037	0.212132	196.005	-14
chr9_450516_450517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-45	0	0	0	0	0	1	0.00495037	0.212132	196.005	79	0	0	0	0	0	1	0.00495037	0.212132	196.005	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_1053335_1053336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_1055288_1055289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_2184140_2184141	4	0.0195045	0.427482	45.2703	-97	2	0.00985124	0.300753	95.51	-26	0	0	0	0	0	3	0.0147026	0.369275	62.0152	7	1	0.00495037	0.212132	196.005	-74	0	0	0	0	0	0	0	0	0	0	37	0.189995	1.26694	9.14533	-73	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-88	1	0.00495037	0.212132	196.005	-25
chr9_2639208_2639209	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-12	1	0.00495037	0.212132	196.005	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_2642154_2642155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0.0616816	0.661059	25.1234	-43	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-45
chr9_2645461_2645462	0	0	0	0	0	1	0.00495037	0.212132	196.005	-44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0195045	0.427482	45.2703	98	0	0	0	0	0
chr9_2646704_2646705	1	0.00495037	0.212132	196.005	-23	1	0.00495037	0.212132	196.005	85	0	0	0	0	0	1	0.00495037	0.212132	196.005	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-96	0	0	0	0	0	1	0.00495037	0.212132	196.005	34	1	0.00495037	0.212132	196.005	-27
chr9_2806378_2806379	2	0.00985124	0.300753	95.5101	-53	4	0.0195045	0.427482	45.2703	-70	3	0.0147026	0.369274	62.0152	-2	1	0.00495037	0.212132	196.005	92	0	0	0	0	0	8	0.0382169	0.610784	20.1665	-22	0	0	0	0	0	1	0.00495037	0.212132	196.005	-61	0	0	0	0	0	1	0.00495037	0.212132	196.005	-71	0	0	0	0	0
chr9_2826626_2826627	16	0.0832157	0.827832	13.9949	-24	4	0.0195045	0.427482	45.2703	-98	6	0.0289597	0.526235	28.5308	43	19	0.125393	0.800834	26.7026	-20	6	0.0389099	0.45399	58.1529	-52	8	0.0382169	0.610784	20.1664	-19	1	0.00495037	0.212132	196.005	0	3	0.0147026	0.369274	62.0152	-88	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-62	3	0.0147026	0.369274	62.0152	-64
chr9_2832563_2832564	9	0.0527215	0.585024	33.5915	-62	4	0.0195045	0.427482	45.2703	-98	10	0.0472761	0.686443	15.1524	6	28	0.169649	1.01463	9.07943	86	0	0	0	0	0	2	0.00985124	0.300753	95.51	-95	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-64	0	0	0	0	0	9	0.0527215	0.585024	33.5915	-47	2	0.00985124	0.300753	95.51	-63
chr9_2833507_2833508	6	0.0289597	0.526235	28.5308	75	2	0.00985124	0.300753	95.51	73	6	0.0289597	0.526235	28.5308	-81	10	0.0472761	0.686443	15.1524	15	3	0.0147026	0.369274	62.0152	-92	14	0.0747506	0.764268	17.3713	43	0	0	0	0	0	6	0.0389099	0.45399	58.1529	87	0	0	0	0	0	6	0.0488602	0.405134	63.4868	54	2	0.00985124	0.300753	95.51	-92
chr9_4566232_4566233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.0472761	0.686443	15.1524	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_4584067_4584068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_4686319_4686320	4	0.0195045	0.427482	45.2703	-98	5	0.0242568	0.479157	35.2255	-98	1	0.00495037	0.212132	196.005	15	31	0.180194	1.08998	12.5027	96	5	0.0242568	0.479157	35.2255	-93	2	0.00985124	0.300753	95.51	-78	3	0.0147026	0.369274	62.0152	-86	20	0.0896017	0.997234	5.1605	-82	0	0	0	0	0	9	0.0527215	0.585024	33.5915	55	3	0.0147026	0.369274	62.0152	-97
chr9_4699343_4699344	4	0.0195045	0.427482	45.2703	-98	2	0.00985124	0.300753	95.51	-59	1	0.00495037	0.212132	196.005	52	10	0.0572263	0.623918	28.8885	18	2	0.00985124	0.300753	95.5101	-64	1	0.00495037	0.212132	196.005	-16	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-20	0	0	0	0	0	5	0.0242568	0.479157	35.2255	17	2	0.00985124	0.300753	95.51	-30
chr9_4716670_4716671	7	0.033613	0.569862	23.7504	-97	29	0.183164	1.01135	8.91502	-97	2	0.00985124	0.300753	95.5101	-83	1	0.00495037	0.212132	196.005	-75	2	0.00985124	0.300753	95.51	-98	1	0.00495037	0.212132	196.005	-6	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-97	0	0	0	0	0	1	0.00495037	0.212132	196.005	55	6	0.0289597	0.526235	28.5308	-98
chr9_4718681_4718682	1	0.00495037	0.212132	196.005	42	4	0.0195045	0.427482	45.2703	-98	0	0	0	0	0	7	0.0435633	0.500568	47.475	38	1	0.00495037	0.212132	196.005	-59	5	0.0242568	0.479157	35.2255	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-71	0	0	0	0	0
chr9_4722152_4722153	7	0.0435633	0.500568	47.475	-98	8	0.0382169	0.610784	20.1665	-98	6	0.0289597	0.526235	28.5308	-98	7	0.033613	0.569862	23.7504	-98	2	0.00985124	0.300753	95.51	-92	11	0.0815821	0.574805	58.0251	-98	2	0.00985124	0.300753	95.5101	41	7	0.0535135	0.451639	53.3451	-98	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-85	2	0.00985124	0.300753	95.51	-36
chr9_4829846_4829847	42	0.205094	1.3842	3.47977	20	19	0.105492	0.873108	13.3012	35	107	0.537511	2.17829	0.327296	-66	29	0.143363	1.14315	6.00447	-60	13	0.0604935	0.788886	10.5307	19	4	0.0195045	0.427482	45.2703	-82	0	0	0	0	0	16	0.0732655	0.882258	7.64899	-94	1	0.00495037	0.212132	196.005	18	7	0.0435633	0.500568	47.475	-62	7	0.0435633	0.500568	47.475	35
chr9_4832914_4832915	26	0.122571	1.10842	5.63809	22	10	0.0572263	0.623918	28.8885	-35	7	0.0435633	0.500568	47.475	38	61	0.290983	1.6878	1.59005	-64	13	0.0704438	0.73105	19.5084	-36	20	0.129403	0.829819	14.8539	-64	2	0.00985124	0.300753	95.51	-37	12	0.0660875	0.696702	22.0527	-37	0	0	0	0	0	27	0.136185	1.09201	6.98031	29	2	0.00985124	0.300753	95.51	-57
chr9_4844465_4844466	22	0.0974728	1.05173	4.25927	74	4	0.0294547	0.347863	95.7371	-72	19	0.105492	0.873108	13.3012	-19	38	0.163263	1.40367	1.95257	-12	11	0.0517314	0.72184	13.3306	-42	43	0.297517	1.17662	14.8436	52	2	0.00985124	0.300753	95.51	-76	8	0.0382169	0.610784	20.1665	58	1	0.00495037	0.212132	196.005	44	56	0.509443	1.17102	8.28641	51	6	0.0289597	0.526235	28.5308	-24
chr9_5051170_5051171	4	0.0195045	0.427482	45.2703	-30	2	0.00985124	0.300753	95.5101	-67	2	0.00985124	0.300753	95.51	-11	9	0.0427712	0.649519	17.3802	-91	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-42	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	47	4	0.0195045	0.427482	45.2703	-95	1	0.00495037	0.212132	196.005	25
chr9_5056605_5056606	10	0.0472761	0.686443	15.1524	-84	1	0.00495037	0.212132	196.005	23	0	0	0	0	0	70	0.376228	1.70332	2.22499	25	3	0.0147026	0.369275	62.0152	2	23	0.141135	0.913767	11.9409	-6	1	0.00495037	0.212132	196.005	36	3	0.0147026	0.369274	62.0152	-98	1	0.00495037	0.212132	196.005	23	11	0.0517314	0.72184	13.3306	21	1	0.00495037	0.212132	196.005	23
chr9_5125164_5125165	4	0.0195045	0.427482	45.2703	-52	3	0.0147026	0.369275	62.0152	-98	0	0	0	0	0	17	0.0774238	0.911878	6.91592	-3	1	0.00495037	0.212132	196.005	-48	3	0.0147026	0.369274	62.0152	-4	0	0	0	0	0	2	0.00985124	0.300753	95.51	-79	0	0	0	0	0	7	0.0435633	0.500568	47.475	-97	0	0	0	0	0
chr9_5741033_5741034	1	0.00495037	0.212132	196.005	-62	5	0.0242568	0.479157	35.2255	36	98	0.488651	2.09243	0.344179	-14	6	0.0389099	0.45399	58.1529	-8	2	0.00985124	0.300753	95.51	-71	0	0	0	0	0	1	0.00495037	0.212132	196.005	45	9	0.0527215	0.585024	33.5915	-73	0	0	0	0	0	1	0.00495037	0.212132	196.005	73	0	0	0	0	0
chr9_5757284_5757285	13	0.0604935	0.788886	10.5307	83	2	0.00985124	0.300753	95.51	17	0	0	0	0	0	22	0.127324	0.920224	22.0997	-18	4	0.0195045	0.427482	45.2703	-91	10	0.0472761	0.686443	15.1524	0	1	0.00495037	0.212132	196.005	54	10	0.0472761	0.686443	15.1524	66	0	0	0	0	0	36	0.206728	1.18176	5.96811	19	4	0.0195045	0.427482	45.2703	-94
chr9_5928772_5928773	11	0.0517314	0.72184	13.3306	27	1	0.00495037	0.212132	196.005	2	48	0.29123	1.32754	5.52682	85	8	0.0382169	0.610784	20.1665	9	2	0.00985124	0.300753	95.5101	-39	3	0.0147026	0.369275	62.0152	24	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-65	0	0	0	0	0	4	0.0195045	0.427482	45.2703	21	2	0.00985124	0.300753	95.51	46
chr9_5950745_5950746	26	0.112621	1.15635	2.87934	-75	8	0.0481671	0.544051	39.5975	-52	2	0.00985124	0.300753	95.51	-30	50	0.33613	1.28719	7.488	-86	4	0.0195045	0.427482	45.2703	50	1	0.00495037	0.212132	196.005	84	1	0.00495037	0.212132	196.005	14	4	0.0195045	0.427482	45.2703	-93	0	0	0	0	0	2	0.00985124	0.300753	95.51	-25	2	0.00985124	0.300753	95.51	6
chr9_6497107_6497108	24	0.134997	0.974933	10.2087	82	8	0.0382169	0.610784	20.1665	83	7	0.033613	0.569862	23.7504	86	65	0.36806	1.59911	3.75726	18	4	0.0195045	0.427482	45.2703	-46	36	0.226628	1.12868	9.48718	84	0	0	0	0	0	11	0.0616816	0.661059	25.1234	-81	0	0	0	0	0	25	0.128809	1.03966	8.13652	83	3	0.0147026	0.369274	62.0152	-81
chr9_6500949_6500950	3	0.0147026	0.369274	62.0152	-98	10	0.0472761	0.686443	15.1524	20	3	0.0147026	0.369274	62.0152	-69	4	0.0195045	0.427482	45.2703	-64	3	0.0147026	0.369274	62.0151	-60	9	0.0527215	0.585024	33.5915	-59	0	0	0	0	0	14	0.0648004	0.820851	9.43201	-10	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-48	1	0.00495037	0.212132	196.005	50
chr9_6588870_6588871	4	0.0195045	0.427482	45.2703	-60	0	0	0	0	0	1	0.00495037	0.212132	196.005	77	8	0.0382169	0.610784	20.1665	-68	0	0	0	0	0	1	0.00495037	0.212132	196.005	3	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-78	0	0	0	0	0	11	0.0517314	0.72184	13.3306	1	3	0.0147026	0.369274	62.0152	39
chr9_6594585_6594586	0	0	0	0	0	6	0.0289597	0.526235	28.5308	49	1	0.00495037	0.212132	196.005	71	2	0.00985124	0.300753	95.5101	-78	1	0.00495037	0.212132	196.005	-60	4	0.0195045	0.427482	45.2703	-68	5	0.0242568	0.479157	35.2255	49	18	0.101433	0.843544	14.5402	-88	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-24	2	0.00985124	0.300753	95.5101	48
chr9_6989431_6989432	6	0.0389099	0.45399	58.1529	-79	0	0	0	0	0	13	0.0704438	0.73105	19.5084	-36	17	0.0973243	0.813324	15.94	65	1	0.00495037	0.212132	196.005	-25	1	0.00495037	0.212132	196.005	-79	2	0.00985124	0.300753	95.5101	-98	6	0.0289597	0.526235	28.5307	-77	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-31	0	0	0	0	0
chr9_12701407_12701408	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_12708726_12708727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_13174998_13174999	2	0.00985124	0.300753	95.51	-93	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_13189799_13189800	1	0.00495037	0.212132	196.005	-71	5	0.0242568	0.479157	35.2255	-70	3	0.0147026	0.369274	62.0152	-56	21	0.103512	0.974201	8.67815	77	2	0.00985124	0.300753	95.5101	-55	4	0.0195045	0.427482	45.2703	-38	0	0	0	0	0	10	0.0472761	0.686443	15.1524	9	0	0	0	0	0	3	0.0147026	0.369274	62.0152	81	1	0.00495037	0.212132	196.005	-98
chr9_13249453_13249454	1	0.00495037	0.212132	196.005	47	1	0.00495037	0.212132	196.005	30	2	0.00985124	0.300753	95.51	-38	2	0.00985124	0.300753	95.51	-78	2	0.00985124	0.300753	95.51	54	0	0	0	0	0	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_14796516_14796517	14	0.0747506	0.764268	17.3713	73	8	0.0382169	0.610784	20.1665	72	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-69	6	0.0289597	0.526235	28.5308	-45	2	0.00985124	0.300753	95.51	-56	6	0.0289597	0.526235	28.5308	-96	1	0.00495037	0.212132	196.005	-67	1	0.00495037	0.212132	196.005	35	2	0.00985124	0.300753	95.5101	-60	5	0.0242568	0.479157	35.2255	-55
chr9_14820847_14820848	17	0.0774238	0.911878	6.91592	-62	9	0.0427712	0.649519	17.3802	-27	2	0.00985124	0.300753	95.51	95	10	0.0472761	0.686443	15.1524	-59	10	0.0472761	0.686443	15.1524	23	23	0.131185	0.947788	10.9946	-20	4	0.0195045	0.427482	45.2703	77	8	0.0382169	0.610784	20.1665	-66	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-84	7	0.033613	0.569862	23.7504	-35
chr9_14824603_14824604	22	0.117373	0.958436	10.3246	-26	26	0.112621	1.15635	2.87934	-42	1	0.00495037	0.212132	196.005	1	21	0.103512	0.974201	8.67815	-42	5	0.0242568	0.479157	35.2255	-60	4	0.0195045	0.427482	45.2703	11	1	0.00495037	0.212132	196.005	-6	3	0.0147026	0.369274	62.0152	-36	0	0	0	0	0	16	0.0732655	0.882258	7.64899	-45	11	0.0517314	0.72184	13.3306	-41
chr9_14847179_14847180	95	0.428356	2.16644	-0.0524399	89	11	0.0616816	0.661059	25.1234	92	1	0.00495037	0.212132	196.005	5	65	0.328259	1.69329	1.50361	89	9	0.0427712	0.649519	17.3802	-65	27	0.146135	1.05417	8.22841	0	4	0.0195045	0.427482	45.2703	-98	54	0.246232	1.62423	1.78441	55	0	0	0	0	0	39	0.186233	1.34884	3.60879	-31	18	0.0815326	0.940875	6.26503	-39
chr9_14857870_14857871	47	0.258756	1.37904	3.61392	98	27	0.126235	1.13423	5.18367	-98	7	0.033613	0.569862	23.7504	-11	46	0.236182	1.41273	3.37767	82	14	0.0648004	0.820851	9.43201	-12	20	0.099552	0.946085	9.49958	40	17	0.0774238	0.911878	6.91592	-97	10	0.0472761	0.686443	15.1524	82	0	0	0	0	0	21	0.093562	1.0247	4.6881	-17	15	0.0690577	0.851943	8.48064	77
chr9_15189134_15189135	1	0.00495037	0.212132	196.005	-32	6	0.0289597	0.526235	28.5308	69	1	0.00495037	0.212132	196.005	96	6	0.0289597	0.526235	28.5308	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_15193949_15193950	0	0	0	0	0	6	0.0389099	0.45399	58.1529	-40	1	0.00495037	0.212132	196.005	12	1	0.00495037	0.212132	196.005	-93	0	0	0	0	0	1	0.00495037	0.212132	196.005	-40	1	0.00495037	0.212132	196.005	-15	2	0.00985124	0.300753	95.51	-78	0	0	0	0	0	2	0.00985124	0.300753	95.51	-35	1	0.00495037	0.212132	196.005	-59
chr9_15445231_15445232	8	0.0382169	0.610784	20.1665	-75	2	0.00985124	0.300753	95.51	91	0	0	0	0	0	8	0.0382169	0.610784	20.1665	84	1	0.00495037	0.212132	196.005	-66	3	0.0147026	0.369274	62.0152	-7	1	0.00495037	0.212132	196.005	88	1	0.00495037	0.212132	196.005	-80	0	0	0	0	0	1	0.00495037	0.212132	196.005	-79	0	0	0	0	0
chr9_15452930_15452931	5	0.0242568	0.479157	35.2255	-30	1	0.00495037	0.212132	196.005	-33	2	0.00985124	0.300753	95.51	-72	33	0.186976	1.13906	6.69741	77	5	0.0242568	0.479157	35.2255	-94	9	0.0626717	0.536577	39.2973	85	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-95	0	0	0	0	0	12	0.0760377	0.649519	26.7757	95	2	0.00985124	0.300753	95.51	-83
chr9_15452939_15452940	6	0.0289597	0.526235	28.5308	-39	1	0.00495037	0.212132	196.005	-42	2	0.00985124	0.300753	95.51	-81	32	0.183609	1.11462	7.11147	68	3	0.0147026	0.369274	62.0152	-95	9	0.0626717	0.536577	39.2973	76	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-84	0	0	0	0	0	12	0.0760377	0.649519	26.7757	86	2	0.00985124	0.300753	95.51	-92
chr9_15459471_15459472	14	0.0847009	0.717975	21.4559	-71	2	0.00985124	0.300753	95.51	60	6	0.0289597	0.526235	28.5308	-67	28	0.1796	0.986122	14.4946	-74	2	0.00985124	0.300753	95.51	41	3	0.0147026	0.369274	62.0152	-38	0	0	0	0	0	1	0.00495037	0.212132	196.005	73	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-66	2	0.00985124	0.300753	95.51	57
chr9_15576989_15576990	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-98	1	0.00495037	0.212132	196.005	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_15660683_15660684	0	0	0	0	0	3	0.0147026	0.369275	62.0152	20	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-25	0	0	0	0	0
chr9_15726962_15726963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-41	0	0	0	0	0
chr9_15782482_15782483	1	0.00495037	0.212132	196.005	-3	1	0.00495037	0.212132	196.005	-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-47	0	0	0	0	0	1	0.00495037	0.212132	196.005	-70	0	0	0	0	0
chr9_17458270_17458271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0147026	0.369275	62.0152	-95	0	0	0	0	0	1	0.00495037	0.212132	196.005	-72	0	0	0	0	0
chr9_17788646_17788647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
